,Metric,Correlation,Genre
3,loudness,0.11130673635401045,industrial
4,speechiness,0.02718238531042501,industrial
5,acousticness,0.02319613145071764,industrial
6,instrumentalness,-0.16528243546492236,industrial
7,liveness,-0.06379255373792499,industrial
8,valence,-0.0022665814483412198,industrial
9,tempo,0.03282084985954346,industrial
0,duration_ms,0.020864205799849666,show-tunes
1,danceability,0.15299922946937475,show-tunes
2,energy,0.12673846730637833,show-tunes
3,loudness,0.14160625383447645,show-tunes
4,speechiness,0.039472122365308546,show-tunes
5,acousticness,-0.2695979834457757,show-tunes
6,instrumentalness,-0.10402337981641305,show-tunes
7,liveness,-0.10736403123961932,show-tunes
8,valence,0.05865632708479615,show-tunes
9,tempo,0.02889738828423257,show-tunes
0,duration_ms,-0.01247590283653533,comedy
1,danceability,0.3762323988207237,comedy
2,energy,-0.11601220212202837,comedy
3,loudness,0.19865590028634797,comedy
4,speechiness,-0.4451923595104728,comedy
5,acousticness,-0.48361098017583426,comedy
6,instrumentalness,0.07981507763233289,comedy
7,liveness,-0.41454469577291453,comedy
8,valence,0.12894468605357282,comedy
9,tempo,0.1743508357818514,comedy
0,duration_ms,-0.008610527461530926,ska
1,danceability,0.06768903489084215,ska
2,energy,0.059165507060297884,ska
3,loudness,0.04409652472705838,ska
4,speechiness,0.023122767709445047,ska
5,acousticness,-0.011659502006997875,ska
6,instrumentalness,-0.060354620922637665,ska
7,liveness,-0.0017784454097116557,ska
8,valence,0.10721864819857978,ska
9,tempo,0.018355076826995435,ska
0,duration_ms,-0.06490009867180939,afrobeat
1,danceability,-0.03652742069742087,afrobeat
2,energy,-0.06602069563962885,afrobeat
3,loudness,0.046946169148175926,afrobeat
4,speechiness,0.04484175091997972,afrobeat
5,acousticness,0.065223774071818,afrobeat
6,instrumentalness,-0.10185094172366664,afrobeat
7,liveness,0.04449752917674917,afrobeat
8,valence,-0.09330872520692442,afrobeat
9,tempo,0.0026995434276316705,afrobeat
0,duration_ms,0.005948759050118296,party
1,danceability,0.034808343041180294,party
2,energy,-0.09999132936465585,party
3,loudness,-0.09711918637929681,party
4,speechiness,0.029176741569956244,party
5,acousticness,-0.013268921007672367,party
6,instrumentalness,0.04322604545622187,party
7,liveness,-0.0014850617798819591,party
8,valence,-0.07063580740303366,party
9,tempo,-0.0268945730062622,party
0,duration_ms,0.02792050835377016,j-dance
1,danceability,0.09376277238937254,j-dance
2,energy,-0.03779216761369212,j-dance
3,loudness,0.010915972797877673,j-dance
4,speechiness,-0.21641856359488165,j-dance
5,acousticness,-0.13664321003443153,j-dance
6,instrumentalness,0.12750429683552986,j-dance
7,liveness,-0.004711874818351356,j-dance
8,valence,-0.003671000041311988,j-dance
9,tempo,0.02016570364541926,j-dance
0,duration_ms,-0.07097691458456448,dub
1,danceability,-0.440127686193564,dub
2,energy,0.3332408153961639,dub
3,loudness,0.43248979996450293,dub
4,speechiness,-0.1338673326790213,dub
5,acousticness,-0.03029143926069223,dub
6,instrumentalness,-0.11697504981047746,dub
7,liveness,0.025080247237231967,dub
8,valence,-0.491779963318265,dub
9,tempo,0.18312174987280583,dub
0,duration_ms,0.12774360542540222,death-metal
1,danceability,0.08397815705886391,death-metal
2,energy,-0.042764626576772,death-metal
3,loudness,0.06082060506775216,death-metal
4,speechiness,-0.11838276196298521,death-metal
5,acousticness,0.029293595199599586,death-metal
6,instrumentalness,-0.05919983205319544,death-metal
7,liveness,-0.12155380429263726,death-metal
8,valence,-0.022026471876492162,death-metal
9,tempo,-0.04992926771265139,death-metal
0,duration_ms,0.06681594998755397,metalcore
1,danceability,0.17089818438488802,metalcore
2,energy,-0.05980302050850851,metalcore
3,loudness,0.02515502710957961,metalcore
4,speechiness,-0.093222115416809,metalcore
5,acousticness,0.02387666668581127,metalcore
6,instrumentalness,-0.03697295550040853,metalcore
7,liveness,-0.09335322108311905,metalcore
8,valence,0.08113485938195068,metalcore
9,tempo,0.06490308671459946,metalcore
0,duration_ms,0.039882782557224945,disney
1,danceability,0.028635264089245594,disney
2,energy,0.2086960764252124,disney
3,loudness,0.21815881822800265,disney
4,speechiness,0.0020224941206115855,disney
5,acousticness,-0.21951666336488035,disney
6,instrumentalness,-0.23704866775065178,disney
7,liveness,0.06956908788246256,disney
8,valence,0.09820760974898596,disney
9,tempo,0.047023151604088556,disney
0,duration_ms,0.1338328807320136,cantopop
1,danceability,-0.011259109999805696,cantopop
2,energy,-0.01848619648238189,cantopop
3,loudness,0.11094455881407547,cantopop
4,speechiness,0.013911762021878193,cantopop
5,acousticness,0.15514069961183924,cantopop
6,instrumentalness,-0.0021418007455808285,cantopop
7,liveness,-0.12938827892761304,cantopop
8,valence,-0.022065967085989048,cantopop
9,tempo,0.0566882084643314,cantopop
0,duration_ms,0.16711989014782133,mandopop
1,danceability,0.04698597958960966,mandopop
2,energy,0.041617940765557526,mandopop
3,loudness,0.14415803768010976,mandopop
4,speechiness,-0.05603163921544149,mandopop
5,acousticness,0.020548203960201034,mandopop
6,instrumentalness,0.018336073153861144,mandopop
7,liveness,-0.07968015345077097,mandopop
8,valence,-0.12126026908461243,mandopop
9,tempo,0.11156332414085394,mandopop
0,duration_ms,0.023619600946011936,world-music
1,danceability,0.2208830215341217,world-music
2,energy,0.2537663344766218,world-music
3,loudness,0.47656572140441644,world-music
4,speechiness,-0.10259725099356015,world-music
5,acousticness,-0.38075675295569605,world-music
6,instrumentalness,-0.5017191269627349,world-music
7,liveness,0.0061493794878879635,world-music
8,valence,0.008159023194947006,world-music
9,tempo,0.19779026060956142,world-music
0,duration_ms,-0.010055444641288129,idm
1,danceability,0.0720050938219079,idm
2,energy,-0.017958429512105495,idm
3,loudness,0.027772103906428227,idm
4,speechiness,-0.06695347819708282,idm
5,acousticness,0.030823796364512754,idm
6,instrumentalness,-0.0666964173042292,idm
7,liveness,-0.024298604446482408,idm
8,valence,-0.010697863476334802,idm
9,tempo,0.047524631912646706,idm
0,duration_ms,0.10720305983156221,classical
1,danceability,0.19010257037299158,classical
2,energy,0.4279312984132609,classical
3,loudness,0.37026731087968584,classical
4,speechiness,0.11293119929097209,classical
5,acousticness,-0.3100792330378167,classical
6,instrumentalness,-0.305714442351386,classical
7,liveness,0.044263690541957806,classical
8,valence,0.16854836407684365,classical
9,tempo,0.07078890558090564,classical
0,duration_ms,-0.11939554442283434,hardstyle
1,danceability,-0.17088432737506845,hardstyle
2,energy,-0.07571508395739192,hardstyle
3,loudness,0.07841159280926689,hardstyle
4,speechiness,-0.08165414762087589,hardstyle
5,acousticness,0.01311360038814949,hardstyle
6,instrumentalness,-0.0869378897816327,hardstyle
7,liveness,-0.04804036130258073,hardstyle
8,valence,-0.005028588435885711,hardstyle
9,tempo,-0.05895897127683708,hardstyle
0,duration_ms,0.03528000794181843,dubstep
1,danceability,-0.03624056018189838,dubstep
2,energy,0.0013601035181036462,dubstep
3,loudness,0.0967247487993467,dubstep
4,speechiness,0.01936134462192497,dubstep
5,acousticness,-0.06140964566884836,dubstep
6,instrumentalness,-0.10836217516294921,dubstep
7,liveness,-0.025698505436386958,dubstep
8,valence,0.05429072629114799,dubstep
9,tempo,0.05577685493266489,dubstep
0,duration_ms,0.01581355315605138,bluegrass
1,danceability,0.02795661137749238,bluegrass
2,energy,-0.1433333988154107,bluegrass
3,loudness,-0.008633137786524721,bluegrass
4,speechiness,-0.01575286936049313,bluegrass
5,acousticness,0.0703577048224337,bluegrass
6,instrumentalness,-0.09587012691212392,bluegrass
7,liveness,-0.10566010431454792,bluegrass
8,valence,-0.1860693581209835,bluegrass
9,tempo,-0.035818251527974465,bluegrass
0,duration_ms,-0.08764046857389866,new-age
1,danceability,0.14980880660073212,new-age
2,energy,0.29438744458733485,new-age
3,loudness,0.21836130743177717,new-age
4,speechiness,-0.05435961280985774,new-age
5,acousticness,-0.28314008646120903,new-age
6,instrumentalness,-0.1378844993396238,new-age
7,liveness,-0.04536507699316518,new-age
8,valence,0.11437298149586722,new-age
9,tempo,-0.019707959658792105,new-age
0,duration_ms,-0.17706421251370263,drum-and-bass
1,danceability,-0.13371186187697567,drum-and-bass
2,energy,-0.0027964872466837306,drum-and-bass
3,loudness,0.1580711879123121,drum-and-bass
4,speechiness,-0.09825802186434582,drum-and-bass
5,acousticness,0.17383570216952132,drum-and-bass
6,instrumentalness,-0.2876525213555903,drum-and-bass
7,liveness,-0.05268067603581083,drum-and-bass
8,valence,-0.09885421976303167,drum-and-bass
9,tempo,-0.03139205113345494,drum-and-bass
0,duration_ms,-0.008576747538146658,samba
1,danceability,0.04412199253336472,samba
2,energy,-0.11335114947377573,samba
3,loudness,-0.1591424820585779,samba
4,speechiness,-0.14871231708731747,samba
5,acousticness,0.15806055052395818,samba
6,instrumentalness,-0.02001419360604087,samba
7,liveness,0.06707511905496254,samba
8,valence,0.07360210098679051,samba
9,tempo,0.07457170934307758,samba
0,duration_ms,-0.021782150913909216,minimal-techno
1,danceability,-0.09753570422745005,minimal-techno
2,energy,-0.1330262163887896,minimal-techno
3,loudness,-0.047049679385568005,minimal-techno
4,speechiness,-0.10820536496883167,minimal-techno
5,acousticness,0.06844499132048912,minimal-techno
6,instrumentalness,-0.044377048216673924,minimal-techno
7,liveness,0.0015854432435938083,minimal-techno
8,valence,-0.1557514385654654,minimal-techno
9,tempo,-0.06360069007905937,minimal-techno
0,duration_ms,-0.05917301608017708,opera
1,danceability,0.07581278394383495,opera
2,energy,0.0897621408667232,opera
3,loudness,0.01349242331055499,opera
4,speechiness,-0.02994587918533574,opera
5,acousticness,-0.16054655419396135,opera
6,instrumentalness,0.013539889282368432,opera
7,liveness,-0.07011852219176391,opera
8,valence,0.027442211060235398,opera
9,tempo,0.030757769700711864,opera
0,duration_ms,-0.04808358086140624,trip-hop
1,danceability,-0.08216252608753895,trip-hop
2,energy,-0.09428619760997634,trip-hop
3,loudness,-0.018052742376150347,trip-hop
4,speechiness,-0.08726039930474438,trip-hop
5,acousticness,0.04393911301802522,trip-hop
6,instrumentalness,0.12272184300614028,trip-hop
7,liveness,-0.09028461078519233,trip-hop
8,valence,-0.16075836121870693,trip-hop
9,tempo,-0.03862155926402608,trip-hop
0,duration_ms,0.04552402495960081,goth
1,danceability,-0.09779235516849226,goth
2,energy,0.016231411440212434,goth
3,loudness,0.07905807101844141,goth
4,speechiness,-0.1007085687600537,goth
5,acousticness,-0.05681416035741276,goth
6,instrumentalness,-0.04609097380814252,goth
7,liveness,-0.022064057938743394,goth
8,valence,-0.13335804376795957,goth
9,tempo,-0.0018436318280621667,goth
0,duration_ms,0.014629179979456394,mpb
1,danceability,0.016866222135590744,mpb
2,energy,0.05320449745258659,mpb
3,loudness,0.10389946721545743,mpb
4,speechiness,0.017887252081623183,mpb
5,acousticness,-0.07750287028713052,mpb
6,instrumentalness,-0.12736340593524012,mpb
7,liveness,0.0858051637592364,mpb
8,valence,-0.06256467378082334,mpb
9,tempo,0.018078510329295926,mpb
0,duration_ms,-0.001991137677752085,club
1,danceability,0.03369958626052565,club
2,energy,0.03147196427407202,club
3,loudness,0.1529690128442605,club
4,speechiness,-0.20398282004471355,club
5,acousticness,-0.027959030003907863,club
6,instrumentalness,-0.058054206092333034,club
7,liveness,-0.07456538485344236,club
8,valence,-0.061641729884375523,club
9,tempo,-0.10285601311871011,club
0,duration_ms,-0.14036856512732593,happy
1,danceability,-0.10971712696308715,happy
2,energy,0.06024516406717812,happy
3,loudness,0.12499842714395654,happy
4,speechiness,0.034482656905277916,happy
5,acousticness,0.04059804408437108,happy
6,instrumentalness,-0.2090950637962144,happy
7,liveness,0.029787286751543147,happy
8,valence,0.0844966521322228,happy
9,tempo,0.07876183199142732,happy
0,duration_ms,-0.11923182637573417,malay
1,danceability,-0.013705958307707537,malay
2,energy,-0.013850413519503535,malay
3,loudness,0.019328279754792514,malay
4,speechiness,0.03479808000122133,malay
5,acousticness,0.05751033643578682,malay
6,instrumentalness,0.03592389465346663,malay
7,liveness,-0.07445529916848072,malay
8,valence,-0.05128471060140014,malay
9,tempo,-0.029298986732697024,malay
0,duration_ms,-0.06476256617617515,breakbeat
1,danceability,-0.2409233229985812,breakbeat
2,energy,0.06503881950623623,breakbeat
3,loudness,0.07923772597211683,breakbeat
4,speechiness,-0.04472734124355205,breakbeat
5,acousticness,-0.00893795066273228,breakbeat
6,instrumentalness,-0.014244856845824034,breakbeat
7,liveness,0.07600697615217597,breakbeat
8,valence,-0.1431300178090318,breakbeat
9,tempo,-0.011871893804356574,breakbeat
0,duration_ms,-0.01208536245976004,sertanejo
1,danceability,-0.054232344218499394,sertanejo
2,energy,0.018012736472141078,sertanejo
3,loudness,0.002116303503111853,sertanejo
4,speechiness,0.11154270471798647,sertanejo
5,acousticness,0.06637678270822338,sertanejo
6,instrumentalness,0.00806678098267274,sertanejo
7,liveness,0.046300678490337845,sertanejo
8,valence,-0.03766249930111405,sertanejo
9,tempo,0.07956149240196443,sertanejo
0,duration_ms,-0.08376202144569822,kids
1,danceability,-0.04343171818540013,kids
2,energy,-0.04341898150089198,kids
3,loudness,0.04736706703777031,kids
4,speechiness,-0.06476396487051127,kids
5,acousticness,0.11527371321851645,kids
6,instrumentalness,0.045905618247533204,kids
7,liveness,0.08240744318073864,kids
8,valence,0.07803904689508018,kids
9,tempo,-0.021363862004859548,kids
0,duration_ms,0.02934841328331294,heavy-metal
1,danceability,0.061300867925792035,heavy-metal
2,energy,-0.09689764631080469,heavy-metal
3,loudness,-0.11219175520368226,heavy-metal
4,speechiness,-0.12403413835078136,heavy-metal
5,acousticness,-0.02150832353769436,heavy-metal
6,instrumentalness,-0.052041158463992154,heavy-metal
7,liveness,-0.1196621642581753,heavy-metal
8,valence,0.10766987568632111,heavy-metal
9,tempo,-0.004443901783798925,heavy-metal
0,duration_ms,-0.005862678193859932,forro
1,danceability,-0.047220439377201814,forro
2,energy,0.08083642221918044,forro
3,loudness,0.09995042279729505,forro
4,speechiness,-0.07599948036698122,forro
5,acousticness,-0.0019858772252479,forro
6,instrumentalness,0.0184740325446537,forro
7,liveness,-0.01004178522943953,forro
8,valence,0.008645333618103322,forro
9,tempo,0.01653588753862692,forro
0,duration_ms,0.02934567831975702,guitar
1,danceability,0.03852905510717638,guitar
2,energy,-0.0864963693323385,guitar
3,loudness,-0.04758410791319447,guitar
4,speechiness,0.128464092514973,guitar
5,acousticness,0.06030630723430824,guitar
6,instrumentalness,0.23893485570912115,guitar
7,liveness,-0.10840167788356576,guitar
8,valence,-0.15962340998476274,guitar
9,tempo,0.07687057700779566,guitar
0,duration_ms,-0.04417985722225244,detroit-techno
1,danceability,0.002765596054953057,detroit-techno
2,energy,-0.08675364473927008,detroit-techno
3,loudness,-0.010765551367994515,detroit-techno
4,speechiness,-0.03683452896112035,detroit-techno
5,acousticness,0.11342073404161512,detroit-techno
6,instrumentalness,-0.11888559041217675,detroit-techno
7,liveness,0.013547608679332896,detroit-techno
8,valence,0.05668447608932953,detroit-techno
9,tempo,-0.047470343995279225,detroit-techno
0,duration_ms,-0.06152935800737977,j-idol
1,danceability,-0.022650618960207345,j-idol
2,energy,0.06399912328781791,j-idol
3,loudness,0.049757850388669346,j-idol
4,speechiness,0.059429569542248706,j-idol
5,acousticness,-0.05117400567542802,j-idol
6,instrumentalness,0.051679579513762584,j-idol
7,liveness,-0.00788077800095234,j-idol
8,valence,-0.02817609304705319,j-idol
9,tempo,-0.009699471239718123,j-idol
0,duration_ms,0.16748718836378995,gospel
1,danceability,-0.03236403289068132,gospel
2,energy,0.03000421778080504,gospel
3,loudness,-0.016522290982147116,gospel
4,speechiness,-0.0015944943014051043,gospel
5,acousticness,-0.05083034319640546,gospel
6,instrumentalness,-0.007898423826483642,gospel
7,liveness,0.018984477188021164,gospel
8,valence,-0.06534849270788652,gospel
9,tempo,0.07261008644885346,gospel
0,duration_ms,0.019534976846640184,black-metal
1,danceability,0.13658246400368856,black-metal
2,energy,-0.10997119599286861,black-metal
3,loudness,0.04417754014933696,black-metal
4,speechiness,-0.10044974573200768,black-metal
5,acousticness,0.05360012251876714,black-metal
6,instrumentalness,0.03951699073060374,black-metal
7,liveness,-0.07855763304646532,black-metal
8,valence,0.022432916167028815,black-metal
9,tempo,-0.07327131916195775,black-metal
0,duration_ms,0.0406919524269473,honky-tonk
1,danceability,-0.004116466107965942,honky-tonk
2,energy,-0.06278505432103834,honky-tonk
3,loudness,0.014624097753136918,honky-tonk
4,speechiness,0.01769947918924298,honky-tonk
5,acousticness,0.024553336265035364,honky-tonk
6,instrumentalness,-0.0670855129561405,honky-tonk
7,liveness,-0.101379842925051,honky-tonk
8,valence,0.018227706497174347,honky-tonk
9,tempo,0.11236986985400449,honky-tonk
0,duration_ms,-0.00945900852607426,study
1,danceability,0.018782466318413425,study
2,energy,-0.23478196504738297,study
3,loudness,-0.23346228112497658,study
4,speechiness,-0.014278777990210503,study
5,acousticness,0.14410338114812193,study
6,instrumentalness,0.08058482395150127,study
7,liveness,-0.015068617429723541,study
8,valence,-0.06808490673029398,study
9,tempo,-0.07337186422472827,study
0,duration_ms,0.02715355279733633,tango
1,danceability,-0.10588381037524565,tango
2,energy,0.13502559430315145,tango
3,loudness,0.04259909997936163,tango
4,speechiness,0.09100847897701511,tango
5,acousticness,-0.04541171272652383,tango
6,instrumentalness,-0.1829532099134481,tango
7,liveness,0.14413273019626274,tango
8,valence,-0.011639426850310034,tango
9,tempo,-0.041514912871650794,tango
0,duration_ms,0.12629163509684552,grindcore
1,danceability,-0.037433779345465365,grindcore
2,energy,-0.01907644847355779,grindcore
3,loudness,-0.019858996805146398,grindcore
4,speechiness,-0.03297455150294264,grindcore
5,acousticness,0.011022493261443188,grindcore
6,instrumentalness,-0.008801636745017948,grindcore
7,liveness,-0.02337523415195399,grindcore
8,valence,0.032998065908271375,grindcore
9,tempo,0.046981020219209996,grindcore
0,duration_ms,0.06797387344945909,romance
1,danceability,0.034498950278288365,romance
2,energy,0.12620207330808614,romance
3,loudness,0.07607796809522485,romance
4,speechiness,-0.08472368981628768,romance
5,acousticness,-0.1661101614857825,romance
6,instrumentalness,-0.0338013595492982,romance
7,liveness,0.004739871945678621,romance
8,valence,0.06836608661248207,romance
9,tempo,0.03523242565161293,romance
0,duration_ms,0.12243717793958137,iranian
1,danceability,-0.2595382677409567,iranian
2,energy,-0.2540568260755453,iranian
3,loudness,-0.3259327545062086,iranian
4,speechiness,-0.13977436312031988,iranian
5,acousticness,0.14664147153620063,iranian
6,instrumentalness,0.21962352605550273,iranian
7,liveness,-0.10369066032251666,iranian
8,valence,-0.16894751412043063,iranian
9,tempo,-0.15057991959562564,iranian
